CLIENT,NODE_KEY,BP_ROLE,EMAIL_ADDRESS,PHONE_NUMBER,FAX_NUMBER,WEB_ADDRESS,ADDRESS_GUID_NODE_KEY,BP_ID,COMPANY_NAME,LEGAL_FORM,CREATED_BY,CREATED_AT,CHANGED_BY,CHANGED_AT,CURRENCY_CODE,DUMMY_FIELD_BPA,APPROVAL_STATUS
100,750531BCE7BA1EDF91EAE92F3C4FEC23,01,customer-franklin.jones@pear-computing.com,6789012345,6789012004,http://www.pear-computing.com,750531BCE7BA1EDF91EAE92F3C2FEC23,0100000010,Pear Computing Services,Inc.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,USD,,X
100,750531BCE7BA1EDF91EAE92F3C500C23,01,customer-joseph_gschwandtner@alp-systems.at,6623612804,6623612004,http://www.alp-systems.at,750531BCE7BA1EDF91EAE92F3C304C23,0100000011,Alpine Systems,AG,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,EUR,,X
100,750531BCE7BA1EDF91EAE92F3C502C23,01,customer-george_d_grant@newlinedesign.co.uk,2589436180,2589436004,http://www.newlinedesign.co.uk,750531BCE7BA1EDF91EAE92F3C30AC23,0100000012,New Line Design,Ltd.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,GBP,,X
100,750531BCE7BA1EDF91EAE92F3C504C23,01,customer-sarah.schwind@hepa-tec.de,4507867136,4507867004,http://www.hepa-tec.de,750531BCE7BA1EDF91EAE92F3C310C23,0100000013,HEPA Tec,GmbH,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,EUR,,X
100,750531BCE7BA1EDF91EAE92F3C506C23,01,customer-theodor.monathy@anavideon.com,5850428367,5850428004,http://www.anavideon.com,750531BCE7BA1EDF91EAE92F3C316C23,0100000014,Anav Ideon,Ltd.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,USD,,X
100,750531BCE7BA1EDF91EAE92F3C508C23,01,customer-robert_brown@rb-entertainment.ca,7609448173,7609448004,http://www.rb-entertainment.ca,750531BCE7BA1EDF91EAE92F3C31CC23,0100000015,Robert Brown Entertainment,Ltd.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,CAD,,X
100,750531BCE7BA1EDF91EAE92F3C50AC23,01,customer-jorgemontalban@motc.mx,6879342945,6879342004,http://www.motc.mx,750531BCE7BA1EDF91EAE92F3C322C23,0100000016,Mexican Oil Trading Company,S.A.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,MXN,,X
100,750531BCE7BA1EDF91EAE92F3C50CC23,01,customer-johanna.esther@meliva.de,2208791738,2208791004,http://www.meliva.de,750531BCE7BA1EDF91EAE92F3C328C23,0100000017,Meliva,AG,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,EUR,,X
100,750531BCE7BA1EDF91EAE92F3C50EC23,01,customer-miguel.luengo@compostela.ar,4440238917,4440238004,http://www.compostela.ar,750531BCE7BA1EDF91EAE92F3C32EC23,0100000018,Compostela,S.A.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,ARS,,X
100,750531BCE7BA1EDF91EAE92F3C510C23,01,customer-isabel.nemours@pateu.fr,6328490087,6328490004,http://www.pateu.fr,750531BCE7BA1EDF91EAE92F3C334C23,0100000019,Pateu,S.A.R.L.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,EUR,,X
100,750531BCE7BA1EDF91EAE92F3C512C23,01,customer-igor.tarassow@retc.ru,4050378468,4050378004,http://www.retc.ru,750531BCE7BA1EDF91EAE92F3C33AC23,0100000020,Russian Electronic Trading Company,z.a.o.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,RUB,,X
100,750531BCE7BA1EDF91EAE92F3C514C23,01,customer-alexis.harper@flor-hc.com,6065470312,6065470004,http://www.flor-hc.com,750531BCE7BA1EDF91EAE92F3C340C23,0100000021,Florida Holiday Company,Inc.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,USD,,X
100,750531BCE7BA1EDF91EAE92F3C516C23,01,customer-c.alfaro@quimica-madrilenos.es,7980023486,7980023004,http://www.quimica-madrilenos.es,750531BCE7BA1EDF91EAE92F3C346C23,0100000022,Quimica Madrilenos,S.A.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,EUR,,X
100,750531BCE7BA1EDF91EAE92F3C518C23,01,customer-sven.j@getraenke-janssen.de,3629731486,3629731004,http://www.getraenke-janssen.de,750531BCE7BA1EDF91EAE92F3C34CC23,0100000023,Getränkegroßhandel Janssen,GmbH,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,EUR,,X
100,750531BCE7BA1EDF91EAE92F3C51AC23,01,customer-yoshiko.kakuji@jateco.jp,3206580974,3206580004,http://www.jateco.jp,750531BCE7BA1EDF91EAE92F3C352C23,0100000024,JaTeCo,Inc.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,JPY,,X
100,750531BCE7BA1EDF91EAE92F3C51CC23,01,customer-alessio.galasso@tcdr.it,4580963184,4580963004,http://www.tcdr.it,750531BCE7BA1EDF91EAE92F3C358C23,0100000025,Tessile Casa Di Roma,Srl,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,EUR,,X
100,750531BCE7BA1EDF91EAE92F3C51EC23,01,customer-romain.le_mason@verdo.fr,1012697341,1012697004,http://www.verdo.fr,750531BCE7BA1EDF91EAE92F3C35EC23,0100000026,Vente Et Réparation de Ordinateur,S.A.R.L.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,EUR,,X
100,750531BCE7BA1EDF91EAE92F3C520C23,01,customer-martha.calcagno@dpg.ar,7345697824,7345697004,http://www.dpg.ar,750531BCE7BA1EDF91EAE92F3C364C23,0100000027,Developement Para O Governo,S.A.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,ARS,,X
100,750531BCE7BA1EDF91EAE92F3C522C23,01,customer-beatriz.da_silva@brazil-tec.br,469614115,469614004,http://www.brazil-tec.br,750531BCE7BA1EDF91EAE92F3C36AC23,0100000028,Brazil Technologies,S.A.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,BRL,,X
100,750531BCE7BA1EDF91EAE92F3C524C23,01,customer-anthony.lebouef@crtu.ca,6839542781,6839542004,http://www.crtu.ca,750531BCE7BA1EDF91EAE92F3C370C23,0100000029,C.R.T.U.,Ltd.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,CAD,,X
100,750531BCE7BA1EDF91EAE92F3C526C23,01,customer-lisa.felske@jologa.ch,6714954542,6714954004,http://www.jologa.ch,750531BCE7BA1EDF91EAE92F3C376C23,0100000030,Jologa,GmbH,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,CHF,,X
100,750531BCE7BA1EDF91EAE92F3C528C23,01,customer-jonathan.d.mason@baleda.com,2483693027,2483693004,http://www.baleda.com,750531BCE7BA1EDF91EAE92F3C37CC23,0100000031,Baleda,Inc.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,USD,,X
100,750531BCE7BA1EDF91EAE92F3C52AC23,01,customer-amelie.troyat@angere.fr,2094573421,2094573004,http://www.angere.fr,750531BCE7BA1EDF91EAE92F3C382C23,0100000032,Angeré,S.A.R.L.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,EUR,,X
100,750531BCE7BA1EDF91EAE92F3C52CC23,01,customer-pete_waltham@pc-gym-tec.com,4136278910,4136278004,http://www.pc-gym-tec.com,750531BCE7BA1EDF91EAE92F3C388C23,0100000033,PC Gym Tec,Inc.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,USD,,X
100,750531BCE7BA1EDF91EAE92F3C52EC23,01,customer-ryu.toshiro@jip.jp,3540671320,3540671004,http://www.jip.jp,750531BCE7BA1EDF91EAE92F3C38EC23,0100000034,Japan Insurance Partner,Inc.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,JPY,,X
100,750531BCE7BA1EDF91EAE92F3C530C23,01,customer-jose-lopez@en-ar.ar,7315064077,7315064004,http://www.en-ar.ar,750531BCE7BA1EDF91EAE92F3C394C23,0100000035,Entertainment Argentinia,S.A.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,ARS,,X
100,750531BCE7BA1EDF91EAE92F3C532C23,01,customer-dahoma.lawla@agadc.co.za,4381762683,4381762004,http://www.agadc.co.za,750531BCE7BA1EDF91EAE92F3C39AC23,0100000036,African Gold And Diamond Corporation,Ltd.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,ZAR,,X
100,750531BCE7BA1EDF91EAE92F3C534C23,01,customer-jefferson.parker@pico-bit.com,9703586412,9703586004,http://www.pico-bit.com,750531BCE7BA1EDF91EAE92F3C3A0C23,0100000037,PicoBit,Inc.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,USD,,X
100,750531BCE7BA1EDF91EAE92F3C536C23,01,customer-tamara.flaig@brl-ag.de,6843585642,6843585004,http://www.brl-ag.de,750531BCE7BA1EDF91EAE92F3C3A6C23,0100000038,Bionic Research Lab,AG,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,EUR,,X
100,750531BCE7BA1EDF91EAE92F3C538C23,01,customer-sunita-kapoor@it-trade.in,4203876954,4203876004,http://www.it-trade.in,750531BCE7BA1EDF91EAE92F3C3ACC23,0100000039,Indian IT Trading Company,Ltd.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,INR,,X
100,750531BCE7BA1EDF91EAE92F3C53AC23,01,customer-pawel-lewandoski@catf.pl,8367920106,8367920004,http://www.catf.pl,750531BCE7BA1EDF91EAE92F3C3B2C23,0100000040,Chemia A Technicznie Fabryka,Sp.z.o.o.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,PLN,,X
100,750531BCE7BA1EDF91EAE92F3C53CC23,01,customer-laura.campillo@saitc.ar,1438907230,1438907004,http://www.saitc.ar,750531BCE7BA1EDF91EAE92F3C3B8C23,0100000041,South American IT Company,S.A.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,ARS,,X
100,750531BCE7BA1EDF91EAE92F3C53EC23,01,customer-jian.si@siwusha.cn,7412697340,7412697004,http://www.siwusha.cn,750531BCE7BA1EDF91EAE92F3C3BEC23,0100000042,Siwusha,CJV,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,CNY,,X
100,750531BCE7BA1EDF91EAE92F3C540C23,01,customer-frederik.christensen@dftc.dk,3102050749,3102050004,http://www.dftc.dk,750531BCE7BA1EDF91EAE92F3C3C4C23,0100000043,Danish Fish Trading Company,A/S,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,DKK,,X
100,750531BCE7BA1EDF91EAE92F3C542C23,01,customer-mirjam.schmidt@sorali.de,3102050749,3102050004,http://www.sorali.de,750531BCE7BA1EDF91EAE92F3C3CAC23,0100000044,Sorali,AG,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,EUR,,X
100,750531BCE7BA1EDF91EAE92F3C544C23,01,customer-dummy_address@sap.com,3102050749,3102050004,http://www.sap.com,750531BCE7BA1EDF91EAE92F3C3D0C23,0100000045,Consumer,none,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,EUR,,X
100,750531BCE7BA1EDF91EAE92F3C546C23,02,supplier-do.not.reply@sap.com,0622734567,0622734004,http://www.sap.com,750531BCE7BA1EDF91EAE92F3C3D6C23,0100000046,SAP,SE,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,EUR,,A
100,750531BCE7BA1EDF91EAE92F3C548C23,02,supplier-dagmar.schulze@beckerberlin.de,3088530,3088004,http://www.beckerberlin.de,750531BCE7BA1EDF91EAE92F3C3DCC23,0100000047,Becker Berlin,GmbH,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,EUR,,A
100,750531BCE7BA1EDF91EAE92F3C54AC23,02,supplier-maria.brown@delbont.com,3023352668,3023352004,http://www.delbont.com,750531BCE7BA1EDF91EAE92F3C3E2C23,0100000048,DelBont Industries,Ltd.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,USD,,A
100,750531BCE7BA1EDF91EAE92F3C54CC23,02,supplier-saskia.sommer@talpa-hannover.de,511403266,511403004,http://www.talpa-hannover.de,750531BCE7BA1EDF91EAE92F3C3E8C23,0100000049,Talpa,GmbH,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,EUR,,A
100,750531BCE7BA1EDF91EAE92F3C54EC23,02,supplier-bob.buyer@panorama-studios.biz,2244668800,2244668004,http://www.panorama-studios.biz,750531BCE7BA1EDF91EAE92F3C3EEC23,0100000050,Panorama Studios,Inc.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,USD,,A
100,750531BCE7BA1EDF91EAE92F3C550C23,02,supplier-bart.koenig@tecum-ag.de,2511415,2511004,http://www.tecum-ag.de,750531BCE7BA1EDF91EAE92F3C3F4C23,0100000051,TECUM,AG,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,EUR,,A
100,750531BCE7BA1EDF91EAE92F3C552C23,02,supplier-yoko.nakamura@asia-ht.com,9078563412,9078563004,http://www.asia-ht.com,750531BCE7BA1EDF91EAE92F3C3FAC23,0100000052,Asia High tech,Inc.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,JPY,,A
100,750531BCE7BA1EDF91EAE92F3C554C23,02,supplier-sophie.ribery@laurent-paris.com,149744423,149744004,http://www.laurent-paris.com,750531BCE7BA1EDF91EAE92F3C400C23,0100000053,Laurent,S.A.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,EUR,,A
100,750531BCE7BA1EDF91EAE92F3C556C23,02,supplier-victor.sanchez@avantel.com,7257716,7257004,http://www.avantel.com,750531BCE7BA1EDF91EAE92F3C406C23,0100000054,AVANTEL,S.A.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,MXN,,A
100,750531BCE7BA1EDF91EAE92F3C558C23,02,supplier-jorge.velez@telecomunicacionesstar.com,1133557799,1133557004,http://www.telecomunicacionesstar.com,750531BCE7BA1EDF91EAE92F3C40CC23,0100000055,Telecomunicaciones Star,S.A.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,ARS,,A
100,750531BCE7BA1EDF91EAE92F3C55AC23,02,supplier-franklin.jones@pear-computing.com,6789012345,6789012004,http://www.pear-computing.com,750531BCE7BA1EDF91EAE92F3C412C23,0100000056,Pear Computing Services,Inc.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,USD,,A
100,750531BCE7BA1EDF91EAE92F3C55CC23,02,supplier-joseph_gschwandtner@alp-systems.at,6623612804,6623612004,http://www.alp-systems.at,750531BCE7BA1EDF91EAE92F3C418C23,0100000057,Alpine Systems,AG,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,EUR,,A
100,750531BCE7BA1EDF91EAE92F3C55EC23,02,supplier-george_d_grant@newlinedesign.co.uk,2589436180,2589436004,http://www.newlinedesign.co.uk,750531BCE7BA1EDF91EAE92F3C41EC23,0100000058,New Line Design,Ltd.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,GBP,,A
100,750531BCE7BA1EDF91EAE92F3C560C23,02,supplier-sarah.schwind@hepa-tec.de,4507867136,4507867004,http://www.hepa-tec.de,750531BCE7BA1EDF91EAE92F3C424C23,0100000059,HEPA Tec,GmbH,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,EUR,,A
100,750531BCE7BA1EDF91EAE92F3C562C23,02,supplier-theodor.monathy@anavideon.com,5850428367,5850428004,http://www.anavideon.com,750531BCE7BA1EDF91EAE92F3C42AC23,0100000060,Anav Ideon,Ltd.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,USD,,A
100,750531BCE7BA1EDF91EAE92F3C564C23,02,supplier-robert_brown@rb-entertainment.ca,7609448173,7609448004,http://www.rb-entertainment.ca,750531BCE7BA1EDF91EAE92F3C430C23,0100000061,Robert Brown Entertainment,Ltd.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,CAD,,A
100,750531BCE7BA1EDF91EAE92F3C566C23,02,supplier-jorgemontalban@motc.mx,6879342945,6879342004,http://www.motc.mx,750531BCE7BA1EDF91EAE92F3C436C23,0100000062,Mexican Oil Trading Company,S.A.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,MXN,,A
100,750531BCE7BA1EDF91EAE92F3C568C23,02,supplier-johanna.esther@meliva.de,2208791738,2208791004,http://www.meliva.de,750531BCE7BA1EDF91EAE92F3C43CC23,0100000063,Meliva,AG,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,EUR,,A
100,750531BCE7BA1EDF91EAE92F3C56AC23,02,supplier-miguel.luengo@compostela.ar,4440238917,4440238004,http://www.compostela.ar,750531BCE7BA1EDF91EAE92F3C442C23,0100000064,Compostela,S.A.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,ARS,,A
100,750531BCE7BA1EDF91EAE92F3C56CC23,02,supplier-isabel.nemours@pateu.fr,6328490087,6328490004,http://www.pateu.fr,750531BCE7BA1EDF91EAE92F3C448C23,0100000065,Pateu,S.A.R.L.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,EUR,,A
100,750531BCE7BA1EDF91EAE92F3C56EC23,02,supplier-igor.tarassow@retc.ru,4050378468,4050378004,http://www.retc.ru,750531BCE7BA1EDF91EAE92F3C44EC23,0100000066,Russian Electronic Trading Company,z.a.o.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,RUB,,A
100,750531BCE7BA1EDF91EAE92F3C570C23,02,supplier-alexis.harper@flor-hc.com,6065470312,6065470004,http://www.flor-hc.com,750531BCE7BA1EDF91EAE92F3C454C23,0100000067,Florida Holiday Company,Inc.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,USD,,A
100,750531BCE7BA1EDF91EAE92F3C572C23,02,supplier-c.alfaro@quimica-madrilenos.es,7980023486,7980023004,http://www.quimica-madrilenos.es,750531BCE7BA1EDF91EAE92F3C45AC23,0100000068,Quimica Madrilenos,S.A.,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,EUR,,A
100,750531BCE7BA1EDF91EAE92F3C574C23,02,supplier-sven.j@getraenke-janssen.de,3629731486,3629731004,http://www.getraenke-janssen.de,750531BCE7BA1EDF91EAE92F3C460C23,0100000069,Getränkegroßhandel Janssen,GmbH,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,750531BCE7BA1EDF91EAE92F3C194C23,20240721114929.0000000 ,EUR,,A
