CLIENT,NODE_KEY,CITY,POSTAL_CODE,STREET,BUILDING,COUNTRY,ADDRESS_TYPE,VAL_START_DATE,VAL_END_DATE,LATITUDE,LONGITUDE
100,750531BCE7BA1EDF91EAE92F3C1B2C23,Munich,85399,Zeppelinstrasse,2,DE,02,20000101,99991231,48.331816000000 ,11.736955000000 
100,750531BCE7BA1EDF91EAE92F3C1B4C23,Munich,85399,Zeppelinstrasse,2,DE,02,20000101,99991231,48.331816000000 ,11.736955000000 
100,750531BCE7BA1EDF91EAE92F3C1B6C23,Munich,85399,Zeppelinstrasse,2,DE,02,20000101,99991231,48.331816000000 ,11.736955000000 
100,750531BCE7BA1EDF91EAE92F3C1B8C23,Munich,85399,Zeppelinstrasse,2,DE,02,20000101,99991231,48.331816000000 ,11.736955000000 
100,750531BCE7BA1EDF91EAE92F3C1BAC23,Munich,85399,Zeppelinstrasse,2,DE,02,20000101,99991231,48.331816000000 ,11.736955000000 
100,750531BCE7BA1EDF91EAE92F3C1BCC23,Munich,85399,Zeppelinstrasse,2,DE,02,20000101,99991231,48.331816000000 ,11.736955000000 
100,750531BCE7BA1EDF91EAE92F3C1BEC23,Munich,85399,Zeppelinstrasse,2,DE,02,20000101,99991231,48.331816000000 ,11.736955000000 
100,750531BCE7BA1EDF91EAE92F3C1C0C23,Munich,85399,Zeppelinstrasse,2,DE,02,20000101,99991231,48.331816000000 ,11.736955000000 
100,750531BCE7BA1EDF91EAE92F3C1C2C23,Munich,85399,Zeppelinstrasse,2,DE,02,20000101,99991231,48.331816000000 ,11.736955000000 
100,750531BCE7BA1EDF91EAE92F3C1C4C23,Munich,85399,Zeppelinstrasse,2,DE,02,20000101,99991231,48.331816000000 ,11.736955000000 
100,750531BCE7BA1EDF91EAE92F3C1C6C23,Munich,85399,Zeppelinstrasse,2,DE,02,20000101,99991231,48.331816000000 ,11.736955000000 
100,750531BCE7BA1EDF91EAE92F3C1C8C23,Munich,85399,Zeppelinstrasse,2,DE,02,20000101,99991231,48.331816000000 ,11.736955000000 
100,750531BCE7BA1EDF91EAE92F3C2C2C23,Walldorf,69190,Dietmar-Hopp-Allee,16,DE,02,20000101,99991231,49.293673600000 ,8.641701933686 
100,750531BCE7BA1EDF91EAE92F3C2C4C23,Walldorf,69190,Robert-Koch-Straße,1,DE,02,20000101,99991231,49.303710800000 ,8.642596900000 
100,750531BCE7BA1EDF91EAE92F3C2C6C23,St.-Leon Rot,68789,Opelstraße,6,DE,02,20000101,99991231,49.246162000000 ,8.640115630000 
100,750531BCE7BA1EDF91EAE92F3C2C8C23,Berlin,13467,Calvinstraße,36,DE,02,20000101,99991231,52.612914300000 ,13.297683900000 
100,750531BCE7BA1EDF91EAE92F3C2CAC23,Berlin,13467,Schulzendorfer Straße,101,DE,02,20000101,99991231,52.610199000000 ,13.293667000000 
100,750531BCE7BA1EDF91EAE92F3C2CCC23,Berlin,13467,Zabel-Krüger-Damm,127,DE,02,20000101,99991231,52.613766000000 ,13.344182000000 
100,750531BCE7BA1EDF91EAE92F3C2CEC23,"Wilmington, Delaware",19899,1 2345 King Street,1,US,02,20000101,99991231,39.745946800000 ,75.546589000000-
100,750531BCE7BA1EDF91EAE92F3C2D0C23,"Wilmington, Delaware",19899,223 Kirkwood Park,1,US,02,20000101,99991231,39.745453000000 ,75.539809000000-
100,750531BCE7BA1EDF91EAE92F3C2D2C23,"Wilmington, Delaware",19899,Kalmar Pl,1,US,02,20000101,99991231,39.751013000000 ,75.534321000000-
100,750531BCE7BA1EDF91EAE92F3C2D4C23,Hannover,30625,An der Breiten Wiese,422,DE,02,20000101,99991231,52.382990802599 ,9.823618171812 
100,750531BCE7BA1EDF91EAE92F3C2D6C23,Hannover,30625,Roderbruchstraße,50,DE,02,20000101,99991231,52.392142000000 ,9.805042000000 
100,750531BCE7BA1EDF91EAE92F3C2D8C23,Hannover,30625,Otto-Brenner-Straße,425,DE,02,20000101,99991231,52.377257000000 ,9.726210000000 
100,750531BCE7BA1EDF91EAE92F3C2DAC23,"Hollywood, California",91602,Morning Drive,178,US,02,20000101,99991231,34.136429050000 ,118.352803603805-
100,750531BCE7BA1EDF91EAE92F3C2DCC23,"Los Angeles, California",90027,W Sunset Blvd,4650,US,02,20000101,99991231,34.098150000000 ,118.290668000000-
100,750531BCE7BA1EDF91EAE92F3C2DEC23,"Santa Clara, California",95054,Bayfront Plz,5400,US,02,20000101,99991231,37.410870000000 ,121.984783603805-
100,750531BCE7BA1EDF91EAE92F3C2E0C23,Münster,48155,Albersloher Weg,24,DE,02,20000101,99991231,51.940081800000 ,7.651731300000 
100,750531BCE7BA1EDF91EAE92F3C2E2C23,Münster,48155,Rösnerstr,8,DE,02,20000101,99991231,51.963010000000 ,7.617811300000 
100,750531BCE7BA1EDF91EAE92F3C2E4C23,Telgte,49291,Orkotten,65,DE,02,20000101,99991231,51.980880000000 ,7.769910000000 
100,750531BCE7BA1EDF91EAE92F3C2E6C23,Tokyo,100-0004,1-7-2 Otemachi,1,JP,02,20000101,99991231,35.693347450000 ,139.763682287452 
100,750531BCE7BA1EDF91EAE92F3C2E8C23,Tokyo,135-0064,Aomi Chome-4-32,2,JP,02,20000101,99991231,35.617576600000 ,139.777069500000 
100,750531BCE7BA1EDF91EAE92F3C2EAC23,Tokyo,160-0004,Yotsuya Chome-3-1,3,JP,02,20000101,99991231,35.617576600000 ,139.777069500000 
100,750531BCE7BA1EDF91EAE92F3C2ECC23,Paris,75015,Rue de la Republique 863,1,FR,02,20000101,99991231,48.856505600000 ,2.352133400000 
100,750531BCE7BA1EDF91EAE92F3C2EEC23,Paris,75007,6 rue Cognacq Jay,1,FR,02,20000101,99991231,48.861766000000 ,2.304922000000 
100,750531BCE7BA1EDF91EAE92F3C2F0C23,Paris,75012,20 pl des Vins de France,2,FR,02,20000101,99991231,48.832420000000 ,2.386920000000 
100,750531BCE7BA1EDF91EAE92F3C2F2C23,Mexiko City,17000,Bosque de Duraznos,24,MX,02,20000101,99991231,19.432530100000 ,99.133210200000-
100,750531BCE7BA1EDF91EAE92F3C2F4C23,Mexiko City,17000,av Universidad No 2014,2014,MX,02,20000101,99991231,19.338354800000 ,99.182480300000-
100,750531BCE7BA1EDF91EAE92F3C2F6C23,Hermosillo,83260,Danubio,5-B,MX,02,20000101,99991231,29.074094400000 ,110.968251600000-
100,750531BCE7BA1EDF91EAE92F3C2F8C23,Buenos Aires,1511,Av. Libertador,12221,AR,02,20000101,99991231,34.864871900000-,58.573947800000-
100,750531BCE7BA1EDF91EAE92F3C2FAC23,Buenos Aires,1511,Antonio Cervetti,1325,AR,02,20000101,99991231,34.808295000000-,58.492627000000-
100,750531BCE7BA1EDF91EAE92F3C2FCC23,Buenos Aires,1511,La Horqueta,12221,AR,02,20000101,99991231,34.805689000000-,58.503789000000-
100,750531BCE7BA1EDF91EAE92F3C2FEC23,"Atlanta, Georgia",30338,Dunwoody Xing,3000,US,02,20000101,99991231,33.749098700000 ,84.390184900000-
100,750531BCE7BA1EDF91EAE92F3C300C23,"Atlanta, Georgia",30305,Piedmont Rd NE Unt 70,3495,US,02,20000101,99991231,33.849326000000 ,84.376266000000-
100,750531BCE7BA1EDF91EAE92F3C302C23,"Atlanta, Georgia",30350,Jett Ferry Rd,8315,US,02,20000101,99991231,33.973785000000 ,84.286167000000-
100,750531BCE7BA1EDF91EAE92F3C304C23,Salzburg,5020,Aiglhofstraße,20,AT,02,20000101,99991231,47.803414200000 ,13.028652200000 
100,750531BCE7BA1EDF91EAE92F3C306C23,Salzburg,5020,Müllner Hauptstraße,7,AT,02,20000101,99991231,47.804405000000 ,13.037048000000 
100,750531BCE7BA1EDF91EAE92F3C308C23,Linz,4020,Landstraße,78,AT,02,20000101,99991231,48.297957000000 ,14.291420000000 
100,750531BCE7BA1EDF91EAE92F3C30AC23,Manchester,M11 3ER,Edwin Road,9,GB,02,20000101,99991231,53.482612000000 ,2.206997600000-
100,750531BCE7BA1EDF91EAE92F3C30CC23,Ashton-under-Lyne,OL7 0AH,Katherine St,396,GB,02,20000101,99991231,53.485814000000 ,2.108374000000-
100,750531BCE7BA1EDF91EAE92F3C30EC23,Manchester,M11 3ER,Midland St,16,GB,02,20000101,99991231,53.473788000000 ,2.215117000000-
100,750531BCE7BA1EDF91EAE92F3C310C23,Bremen,28213,Theodor-Heuss-Allee,43,DE,02,20000101,99991231,53.084664600000 ,8.815485500000 
100,750531BCE7BA1EDF91EAE92F3C312C23,Bremen,28309,Osterhop,13,DE,02,20000101,99991231,53.051611400000 ,8.901073600000 
100,750531BCE7BA1EDF91EAE92F3C314C23,Bremen,28195,Marktstr,12,DE,02,20000101,99991231,53.075630000000 ,8.807380000000 
100,750531BCE7BA1EDF91EAE92F3C316C23,"Bismarck, North Dakota",58501,Franklin Ave,153,US,02,20000101,99991231,46.839540000000 ,100.735940000000-
100,750531BCE7BA1EDF91EAE92F3C318C23,"Jamestown, North Dakota",58401,Frontage Rd,1001,US,02,20000101,99991231,46.891585000000 ,98.725137000000-
100,750531BCE7BA1EDF91EAE92F3C31AC23,"Bismarck, North Dakota",58503,Geteway Ave,950,US,02,20000101,99991231,46.834586000000 ,100.776764000000-
100,750531BCE7BA1EDF91EAE92F3C31CC23,Quebec,G1K3X7,Rue du Sault au Matelot,65,CA,02,20000101,99991231,46.814796000000 ,71.203329100000-
100,750531BCE7BA1EDF91EAE92F3C31EC23,Montréal,QCH3C1N9,Rue William,665,CA,02,20000101,99991231,45.498661000000 ,73.557470000000-
100,750531BCE7BA1EDF91EAE92F3C320C23,Ottawa,ONK1R7T2,Albert St,383,CA,02,20000101,99991231,45.417951000000 ,75.705137000000-
